prodcode,productname
70072,Ramipril 1.25mg capsules (Mawdsley-Brooks & Company Ltd)
70709,Ramipril 10mg tablets (Actavis UK Ltd)
71025,Ramipril 1.25mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd)
71040,Ramipril 5mg tablets (Pfizer Ltd)
71068,Ramipril 2.5mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd)
71491,Ramipril 2.5mg capsules (Ennogen Pharma Ltd)
72341,Ramipril 2.5mg capsules (Wockhardt UK Ltd)
72842,Ramipril 10mg capsules (Wockhardt UK Ltd)
73459,Ramipril 2.5mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
73484,Tritace 5mg Tablet (Sterwin Medicines)
74066,Ramipril 10mg tablets (Tillomed Laboratories Ltd)
74618,Ramipril 2.5mg capsules (Mawdsley-Brooks & Company Ltd)
74632,Ramipril 5mg Tablet (Sovereign Medical Ltd)
75410,Ramipril 2.5mg capsules (Brown & Burk UK Ltd)
76548,Ramipril 1.25mg capsules (Phoenix Healthcare Distribution Ltd)
76567,Ramipril 1.25mg tablets (Sigma Pharmaceuticals Plc)
76784,Ramipril 5mg capsules (Wockhardt UK Ltd)
77129,Ramipril 10mg capsules (Ennogen Pharma Ltd)
77486,Ramipril 2.5mg tablets (Alliance Healthcare (Distribution) Ltd)
77615,Ramipril 1.25mg/5ml oral solution
78169,Ramipril 10mg tablets (IVAX Pharmaceuticals UK Ltd)
78245,Ramipril 2.5mg capsules (DE Pharmaceuticals)
78785,Tritace 2.5mg Tablet (Sterwin Medicines)
79078,Ramipril 10mg tablets (Niche Generics Ltd)
79380,Ramipril 1.25mg Capsule (Sovereign Medical Ltd)
79484,Ramipril 1.25mg capsules (Sigma Pharmaceuticals Plc)
79849,Ramipril 1.25mg capsules (Wockhardt UK Ltd)
3929,Quinapril 10mg tablets
5159,Quinapril 20mg tablets
6765,Quinapril 5mg tablets
7314,Accupro 5mg tablets (Pfizer Ltd)
9731,Quinapril 40mg tablets
14477,Accupro 10mg tablets (Pfizer Ltd)
14478,Accupro 20mg tablets (Pfizer Ltd)
15096,Accupro 40mg tablets (Pfizer Ltd)
38854,Quinapril 20mg/5ml oral solution
38899,Quinil 10mg tablets (Tillomed Laboratories Ltd)
40355,Quinil 5mg tablets (Tillomed Laboratories Ltd)
42285,Quinil 40mg tablets (Tillomed Laboratories Ltd)
46365,Quinil 20mg tablets (Tillomed Laboratories Ltd)
61292,Quinapril 40mg tablets (Mylan)
77116,Quinapril 5mg tablets (Alliance Healthcare (Distribution) Ltd)
79406,Quinapril 10mg tablets (Actavis UK Ltd)
12411,Cilazapril 500microgram tablets
12412,Cilazapril 2.5mg tablets
12574,Cilazapril 1mg tablets
13026,Cilazapril 5mg tablets
15605,Cilazapril 250micrograms tablets
16196,Vascace 5mg tablets (Roche Products Ltd)
16197,Vascace 2.5mg tablets (Roche Products Ltd)
16212,Vascace 1mg tablets (Roche Products Ltd)
21053,Vascace 500microgram tablets (Roche Products Ltd)
23642,Vascace 0.25mg Tablet (Roche Products Ltd)
633,Fosinopril 10mg tablets
5861,Fosinopril 20mg tablets
4571,Staril 10mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)
13589,Staril 20mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)
67307,Staril 20mg tablets (Dowelhurst Ltd)
4103,Trandolapril 1mg capsules
5047,Trandolapril 2mg capsules
7419,Trandolapril 500microgram capsules
8025,Gopten 1mg capsules (Abbott Laboratories Ltd)
8026,Gopten 2mg capsules (Abbott Laboratories Ltd)
9948,Trandolapril 4mg capsules
16710,Gopten 500microgram capsules (Abbott Laboratories Ltd)
28902,Odrik 2mg capsules (Aventis Pharma)
29130,Gopten 4mg capsules (Abbott Laboratories Ltd)
31307,Odrik 500microgram capsules (Aventis Pharma)
31810,Odrik 1mg capsules (Aventis Pharma)
54345,Trandolapril 4mg capsules (Arrow Generics Ltd)
60757,Trandolapril 500microgram capsules (Teva UK Ltd)
65389,Gopten 500microgram capsules (Waymade Healthcare Plc)
65570,Trandolapril 4mg capsules (Teva UK Ltd)
66623,Trandolapril 2mg capsules (A A H Pharmaceuticals Ltd)
74209,Trandolapril 1mg capsules (Accord Healthcare Ltd)
15121,Moexipril 7.5mg tablets
17120,Moexipril 15mg tablets
28724,Perdix 7.5mg tablets (UCB Pharma Ltd)
28725,Perdix 15mg tablets (UCB Pharma Ltd)
6408,Tanatril 5mg tablets (Mitsubishi Tanabe Pharma Europe Ltd)
12815,Tanatril 10mg tablets (Mitsubishi Tanabe Pharma Europe Ltd)
12858,Imidapril 10mg tablets
16924,Imidapril 5mg tablets
18219,Imidapril 20mg tablets
32560,Tanatril 20mg tablets (Mitsubishi Tanabe Pharma Europe Ltd)
77457,Capozide 25mg/50mg tablets (Dowelhurst Ltd)
3203,Capozide LS Tablet (E R Squibb and Sons Ltd)
11641,Captopril 25mg with Hydrochlorothiazide 12.5mg tablets
39227,Capozide LS 12.5mg/25mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)
11133,Hydrochlorothiazide with captopril 25mg with 50mg Tablet
18263,Acezide 25mg/50mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)
11351,Co-zidocapt 25mg/50mg tablets
1520,Capozide 25mg/50mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)
11561,Co-zidocapt 12.5mg/25mg tablets
10902,Captopril 50mg with Hydrochlorothiazide 25mg tablets
32166,Capto-co 25mg+50mg Tablet (IVAX Pharmaceuticals UK Ltd)
15135,Hydrochlorothiazide with captopril 12.5mg with 25mg Tablet
1021,Innozide 20mg/12.5mg tablets (Merck Sharp & Dohme Ltd)
5189,Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets
76920,Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets (Tillomed Laboratories Ltd)
78887,Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets (A A H Pharmaceuticals Ltd)
38995,Zestoretic 20 tablets (AstraZeneca UK Ltd)
21231,Caralpha 20mg/12.5mg tablets (Actavis UK Ltd)
6786,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets
55399,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (A A H Pharmaceuticals Ltd)
33353,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd)
56244,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Tillomed Laboratories Ltd)
37710,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd)
39137,Zestoretic 10 tablets (AstraZeneca UK Ltd)
9764,Carace 20 Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd)
71115,Zestoretic 10 tablets (Waymade Healthcare Plc)
17655,Carace 10 Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd)
74040,Zestoretic 20 tablets (Lexon (UK) Ltd)
54201,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Almus Pharmaceuticals Ltd)
39147,Carace 20 Plus tablets (Merck Sharp & Dohme Ltd)
6359,Zestoretic 10- 10mg+12.5mg Tablet (AstraZeneca UK Ltd)
74008,Zestoretic 20 tablets (Waymade Healthcare Plc)
39242,Carace 10 Plus tablets (Merck Sharp & Dohme Ltd)
74874,Zestoretic 20 tablets (DE Pharmaceuticals)
67767,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Almus Pharmaceuticals Ltd)
2982,Zestoretic 20- 20mg+12.5mg Tablet (AstraZeneca UK Ltd)
57539,Zestoretic 10 tablets (Sigma Pharmaceuticals Plc)
6468,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets
78262,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Waymade Healthcare Plc)
51258,Coversyl Arginine Plus 5mg/1.25mg tablets (DE Pharmaceuticals)
37978,Perindopril arginine 5mg / Indapamide 1.25mg tablets
37908,Coversyl Arginine Plus 5mg/1.25mg tablets (Servier Laboratories Ltd)
50607,Perindopril arginine 2mg with Indapamide 625 micrograms tablet
48098,Perindopril arginine 4mg with Indapamide 1.25mg tablet
6794,Perindopril erbumine 4mg / Indapamide 1.25mg tablets
14228,Coversyl Plus tablets (Servier Laboratories Ltd)
56157,Perindopril tosilate 5mg / Indapamide 1.25mg tablets
15031,Accuretic 10mg/12.5mg tablets (Pfizer Ltd)
15108,Quinapril 10mg / Hydrochlorothiazide 12.5mg tablets
60744,Perindopril erbumine 8mg / Amlodipine 5mg tablets
60067,Perindopril erbumine 4mg / Amlodipine 5mg tablets
63149,Perindopril erbumine 8mg / Amlodipine 10mg tablets
60684,Perindopril erbumine 4mg / Amlodipine 10mg tablets
11567,Ramipril 5mg with felodipine 5mg modified-release tablet
11965,Ramipril 2.5mg with felodipine 2.5mg modified-release tablet
17006,Triapin 5mg/5mg modified-release tablets (Sanofi)
17474,Felodipine 5mg modified-release / Ramipril 5mg tablets
21162,Felodipine 2.5mg modified-release / Ramipril 2.5mg tablets
28438,Triapin 2.5mg/2.5mg modified-release tablets (Sanofi)
18223,Trandolapril with verapamil 2mg + 180mg Modified-release capsule
19690,Verapamil 180mg modified-release / Trandolapril 2mg capsules
20579,Tarka modified-release capsules (Abbott Laboratories Ltd)
445,Prazosin 1mg tablets and Prazosin 500microgram tablets
591,Prazosin 1mg tablets
726,Prazosin 2mg tablets
1292,Hypovase 1mg tablets (Pfizer Ltd)
1455,Prazosin 500microgram tablets
3715,Prazosin 5mg tablets
4111,Hypovase 500microgram tablets (Pfizer Ltd)
5183,Hypovase 2mg tablets (Pfizer Ltd)
8198,Hypovase 5mg Tablet (Pfizer Ltd)
8863,Hypovase benign prostatic hyperplasia 1mg Tablet (Pfizer Ltd)
13610,Alphavase 2 tablets (Ashbourne Pharmaceuticals Ltd)
19823,Alphavase 5 tablets (Ashbourne Pharmaceuticals Ltd)
23459,Hypovase benign prostatic hyperplasia 2mg Tablet (Pfizer Ltd)
25047,Hypovase benign prostatic hyperplasia 500microgram Tablet (Pfizer Ltd)
26237,Alphavase 500microgram Tablet (Ashbourne Pharmaceuticals Ltd)
26238,Alphavase 1 tablets (Ashbourne Pharmaceuticals Ltd)
26693,Hypovase benign prostatic hyperplasia bd BD Starter pack (Pfizer Ltd)
41651,Prazosin 500microgram Tablet (Approved Prescription Services Ltd)
41652,Prazosin 500microgram tablets (A A H Pharmaceuticals Ltd)
41721,Prazosin 1mg tablets (A A H Pharmaceuticals Ltd)
43547,Prazosin 500microgram tablets (IVAX Pharmaceuticals UK Ltd)
46922,Prazosin 1mg tablets (IVAX Pharmaceuticals UK Ltd)
55826,Prazosin 5mg tablets (A A H Pharmaceuticals Ltd)
60316,Prazosin 1mg Tablet (Approved Prescription Services Ltd)
81619,Prazosin 2mg tablets (IVAX Pharmaceuticals UK Ltd)
81632,Prazosin 2mg tablets (A A H Pharmaceuticals Ltd)
2117,Doralese Tiltab 20mg tablets (Chemidex Pharma Ltd)
2816,Indoramin 20mg tablets
5815,Indoramin 25mg tablets
9019,Indoramin 50mg Tablet
11394,Baratol 25mg Tablet (Shire Pharmaceuticals Ltd)
16198,Baratol 50mg Tablet (Shire Pharmaceuticals Ltd)
40256,Baratol 25mg tablets (Amdipharm Plc)
82451,Indoramin 20mg tablets (Almus Pharmaceuticals Ltd)
82485,Doralese Tiltab 20mg tablets (Lexon (UK) Ltd)
82564,Doralese Tiltab 20mg tablets (Waymade Healthcare Plc)
119,Doxazosin 1mg tablets
493,Doxazosin 2mg tablets
582,Doxazosin 4mg modified-release tablets
755,Cardura XL 4mg tablets (Pfizer Ltd)
1294,Doxazosin 4mg tablets
4449,Cardura 1mg tablets (Pfizer Ltd)
4802,Cardura 2mg tablets (Pfizer Ltd)
5496,Doxazosin 8mg modified-release tablets
5618,Cardura XL 8mg tablets (Pfizer Ltd)
7547,Doxadura 2mg tablets (Dexcel-Pharma Ltd)
7549,Doxadura 1mg tablets (Dexcel-Pharma Ltd)
8086,Cardura 4mg Tablet (Pfizer Ltd)
10088,Doxadura 4mg tablets (Dexcel-Pharma Ltd)
19193,Doxazosin 2mg tablets (Teva UK Ltd)
19216,Doxazosin 4mg tablets (IVAX Pharmaceuticals UK Ltd)
20369,Doxazosin 1mg/5ml oral suspension
25487,Cascor 2mg tablets (Ranbaxy (UK) Ltd)
25551,Cascor 4mg tablets (Ranbaxy (UK) Ltd)
33094,Doxazosin 2mg tablets (Mylan)
34342,Doxazosin 1mg tablets (Teva UK Ltd)
34553,Doxazosin 4mg tablets (Mylan)
34601,Doxazosin 1mg tablets (Mylan)
34625,Doxazosin 2mg tablets (A A H Pharmaceuticals Ltd)
34715,Doxazosin 1mg tablets (A A H Pharmaceuticals Ltd)
35272,Doxadura XL 4mg tablets (Dexcel-Pharma Ltd)
35603,Doxazosin 4mg/5ml oral suspension
36023,Cardozin xl 4mg Tablet (Hillcross Pharmaceuticals Ltd)
36740,Slocinx XL 4mg tablets (Zentiva)
37243,Cardozin xl 4mg Tablet (Teva UK Ltd)
38461,Cardozin XL 4mg tablets (Arrow Generics Ltd)
40678,Doxazosin 4mg tablets (Teva UK Ltd)
40891,Doxazosin 2mg tablets (IVAX Pharmaceuticals UK Ltd)
41543,Doxazosin 1mg tablets (IVAX Pharmaceuticals UK Ltd)
43695,Colixil XL 4mg tablets (Sandoz Ltd)
45040,Larbex XL 4mg tablets (Teva UK Ltd)
45265,Doxazosin sr 4mg Tablet (Generics (UK) Ltd)
45328,Doxazosin 1mg tablets (Sandoz Ltd)
45342,Doxazosin 4mg tablets (Sandoz Ltd)
45583,Doxazosin 2mg tablets (Dexcel-Pharma Ltd)
46066,Cardozin XL 4mg tablets (Almus Pharmaceuticals Ltd)
46526,Raporsin XL 4mg tablets (Actavis UK Ltd)
47807,Doxazosin xl 4mg Tablet (Hillcross Pharmaceuticals Ltd)
48150,Doxazosin 1mg tablets (Actavis UK Ltd)
50467,Doxazosin 2mg tablets (Alliance Healthcare (Distribution) Ltd)
51685,Doxazosin 4mg tablets (Actavis UK Ltd)
53033,Doxzogen XL 4mg tablets (Mylan)
53322,Doxazosin 4mg tablets (Bristol Laboratories Ltd)
54785,Doxazosin 4mg tablets (Medreich Plc)
55906,Doxazosin 1mg tablets (Dexcel-Pharma Ltd)
55916,Doxazosin 1mg tablets (Alliance Healthcare (Distribution) Ltd)
56145,Doxazosin 2mg tablets (Actavis UK Ltd)
57074,Doxazosin 2mg tablets (Sigma Pharmaceuticals Plc)
57448,Doxazosin 4mg tablets (A A H Pharmaceuticals Ltd)
57784,Doxazosin 2mg/5ml oral suspension
58276,Doxazosin 2mg tablets (Medreich Plc)
58325,Doxazosin 4mg tablets (Phoenix Healthcare Distribution Ltd)
59209,Doxazosin 1mg tablets (Kent Pharmaceuticals Ltd)
59862,Doxazosin 4mg tablets (Dexcel-Pharma Ltd)
60200,Doxazosin 4mg tablets (DE Pharmaceuticals)
60319,Doxazosin 1mg tablets (Bristol Laboratories Ltd)
61066,Doxazosin 2mg tablets (Bristol Laboratories Ltd)
61123,Doxazosin 4mg/5ml oral solution
61283,Doxazosin 4mg tablets (Alliance Healthcare (Distribution) Ltd)
62019,Doxazosin 1mg tablets (Almus Pharmaceuticals Ltd)
62158,Doxazosin 4mg tablets (Almus Pharmaceuticals Ltd)
62351,Doxazosin 2mg tablets (Phoenix Healthcare Distribution Ltd)
63158,Doxazosin 2mg tablets (Almus Pharmaceuticals Ltd)
63314,Doxazosin 1mg tablets (Sovereign Medical Ltd)
64233,Doxazosin 1mg tablets (Waymade Healthcare Plc)
65159,Doxazosin 4mg tablets (Waymade Healthcare Plc)
65853,Doxazosin 1mg tablets (Mawdsley-Brooks & Company Ltd)
66065,Doxazosin 2mg tablets (Kent Pharmaceuticals Ltd)
68022,Doxazosin 4mg tablets (Sovereign Medical Ltd)
68161,Doxazosin 4mg tablets (Mawdsley-Brooks & Company Ltd)
69319,Doxazosin 2mg tablets (DE Pharmaceuticals)
69757,Doxazosin 8mg/5ml oral suspension
71405,Cardura XL 4mg tablets (DE Pharmaceuticals)
72346,Doxazosin 2mg/5ml oral solution
72348,Doxazosin 1mg/5ml oral solution
73116,Doxazosin 2mg tablets (Sovereign Medical Ltd)
73637,Doxazosin 1mg tablets (Sterwin Medicines)
74000,Cardura XL 4mg tablets (Waymade Healthcare Plc)
74567,Doxazosin 8mg tablets
74831,Doxazosin 4mg tablets (Sigma Pharmaceuticals Plc)
76149,Doxazosin 5mg/5ml oral suspension
77362,Cardura 2mg tablets (Sigma Pharmaceuticals Plc)
77436,Cardura XL 4mg tablets (Mawdsley-Brooks & Company Ltd)
78247,Doxazosin 2mg tablets (Aurobindo Pharma Ltd)
78627,Doxazosin 1mg tablets (Phoenix Healthcare Distribution Ltd)
80104,Doxazosin 8mg tablets (A A H Pharmaceuticals Ltd)
10879,Bethanidine sulphate 10mg tablets
14442,Esbatal 50mg Tablet (Wellcome Medical Division)
18247,Esbatal 10mg Tablet (Wellcome Medical Division)
28676,Bethanidine sulphate 50mg tablets
29443,Bendogen 10mg Tablet (Lagap)
40421,Bendogen 50mg Tablet (Lagap)
7922,Ismelin 10mg Tablet (Sovereign Medical Ltd)
7923,Guanethidine 10mg Tablet
13379,Ismelin 25mg Tablet (Sovereign Medical Ltd)
17291,Guanethidine 25mg Tablet
30127,Ismelin 10mg/ml Injection (Sovereign Medical Ltd)
31080,Guanethidine 10mg/1ml solution for injection ampoules
48189,Ismelin 10mg/1ml solution for injection ampoules (Amdipharm Plc)
4374,Debrisoquine 20mg tablets
4375,Debrisoquine 10mg tablets
7911,Declinax 10mg Tablet (Roche Products Ltd)
8342,Declinax 20mg Tablet (Roche Products Ltd)
520,Losartan 25mg tablets
624,Losartan 100mg tablets
1780,Losartan 50mg tablets
4226,Cozaar 25mg tablets (Merck Sharp & Dohme Ltd)
5723,Cozaar 50mg tablets (Merck Sharp & Dohme Ltd)
14965,Cozaar 100mg tablets (Merck Sharp & Dohme Ltd)
39944,Losartan 12.5mg tablets
40571,Cozaar 12.5mg tablets (Merck Sharp & Dohme Ltd)
40711,Losartan 2.5mg/ml oral suspension sugar free
41232,Cozaar 2.5mg/ml oral suspension (Merck Sharp & Dohme Ltd)
47006,Losartan 100mg tablets (Teva UK Ltd)
48398,Losartan 25mg tablets (Dexcel-Pharma Ltd)
49492,Losartan 25mg tablets (Mylan)
49588,Losartan 100mg tablets (A A H Pharmaceuticals Ltd)
50971,Losartan 25mg tablets (A A H Pharmaceuticals Ltd)
51186,Losartan 25mg tablets (Arrow Generics Ltd)
51601,Losartan 50mg tablets (Actavis UK Ltd)
52427,Cozaar 100mg tablets (Necessity Supplies Ltd)
52658,Losartan 100mg/5ml oral suspension
52659,Losartan 50mg/5ml oral solution
52886,Losartan 12.5mg tablets (A A H Pharmaceuticals Ltd)
54049,Losartan 50mg tablets (Accord Healthcare Ltd)
54057,Losartan 50mg tablets (Teva UK Ltd)
54404,Losartan 100mg tablets (Actavis UK Ltd)
54735,Losartan 50mg tablets (Alliance Healthcare (Distribution) Ltd)
54740,Losartan 25mg tablets (Actavis UK Ltd)
54843,Losartan 50mg tablets (Dexcel-Pharma Ltd)
55296,Losartan 50mg tablets (Mylan)
55446,Losartan 100mg tablets (Bristol Laboratories Ltd)
55718,Losartan 25mg tablets (Phoenix Healthcare Distribution Ltd)
56104,Losartan 50mg tablets (A A H Pharmaceuticals Ltd)
56970,Losartan 100mg tablets (Pfizer Ltd)
57028,Losartan 100mg tablets (Mylan)
58274,Losartan 25mg tablets (Accord Healthcare Ltd)
58649,Losartan 25mg tablets (Bristol Laboratories Ltd)
58967,Losartan 12.5mg tablets (Alliance Healthcare (Distribution) Ltd)
59086,Losartan 25mg tablets (Wockhardt UK Ltd)
59271,Losartan 25mg tablets (Sandoz Ltd)
59340,Losartan 12.5mg tablets (Dexcel-Pharma Ltd)
59351,Losartan 50mg tablets (Pfizer Ltd)
59750,Losartan 50mg tablets (Aptil Pharma Ltd)
59903,Losartan 50mg/5ml oral suspension
60506,Losartan 100mg tablets (Dexcel-Pharma Ltd)
61053,Losartan 100mg tablets (Alliance Healthcare (Distribution) Ltd)
61288,Losartan 100mg tablets (Accord Healthcare Ltd)
61495,Losartan 25mg tablets (Aptil Pharma Ltd)
61754,Losartan 25mg/5ml oral suspension
62388,Losartan 12.5mg tablets (DE Pharmaceuticals)
63222,Losartan 25mg tablets (Pfizer Ltd)
63918,Losartan 25mg tablets (Teva UK Ltd)
64888,Losartan 12.5mg tablets (Sigma Pharmaceuticals Plc)
65094,Losartan 50mg tablets (Sandoz Ltd)
66114,Losartan 12.5mg tablets (Mawdsley-Brooks & Company Ltd)
66551,Losartan 50mg tablets (Bristol Laboratories Ltd)
67902,Losartan 100mg tablets (Sandoz Ltd)
68340,Losartan 12.5mg tablets (Consilient Health Ltd)
68603,Losartan 50mg tablets (Wockhardt UK Ltd)
69667,Losartan 100mg/5ml oral solution
69858,Losartan 25mg tablets (Alliance Healthcare (Distribution) Ltd)
70325,Losartan 50mg tablets (Almus Pharmaceuticals Ltd)
70765,Losartan 100mg tablets (Almus Pharmaceuticals Ltd)
71910,Losartan 50mg tablets (Necessity Supplies Ltd)
74243,Losartan 50mg tablets (Consilient Health Ltd)
74589,Losartan 25mg tablets (Genesis Pharmaceuticals Ltd)
74904,Losartan 25mg tablets (DE Pharmaceuticals)
77196,Losartan 25mg tablets (Kent Pharmaceuticals Ltd)
77408,Cozaar 50mg tablets (Waymade Healthcare Plc)
79322,Cozaar 50mg tablets (DE Pharmaceuticals)
79723,Losartan 20mg/5ml oral suspension
6939,Eprosartan 300mg tablets
9745,Teveten 300mg tablets (Mylan)
12836,Eprosartan 600mg tablets
13123,Eprosartan 400mg tablets
16285,Teveten 400mg tablets (Abbott Healthcare Products Ltd)
16371,Teveten 600mg tablets (Mylan)
63337,Eprosartan 600mg tablets (A A H Pharmaceuticals Ltd)
78737,Eprosartan 300mg/5ml oral solution
575,Valsartan 40mg capsules
3222,Valsartan 80mg capsules
4645,Valsartan 160mg capsules
6518,Diovan 160mg capsules (Novartis Pharmaceuticals UK Ltd)
11251,Diovan 40mg capsules (Novartis Pharmaceuticals UK Ltd)
11252,Diovan 80mg capsules (Novartis Pharmaceuticals UK Ltd)
14943,Valsartan 40mg tablets
24359,Diovan 40mg tablets (Novartis Pharmaceuticals UK Ltd)
37573,Valsartan 320mg tablets
38395,Valsartan 80mg tablets
39199,Diovan 320mg tablets (Novartis Pharmaceuticals UK Ltd)
44778,Valsartan 160mg tablets
45600,Diovan 160mg Tablet (Novartis Pharmaceuticals UK Ltd)
53833,Valsartan 160mg capsules (Mylan)
54726,Valsartan 40mg capsules (Teva UK Ltd)
55187,Valsartan 160mg capsules (Arrow Generics Ltd)
55821,Valsartan 160mg capsules (Teva UK Ltd)
58669,Valsartan 40mg capsules (Teva UK Ltd)
58910,Valsartan 80mg capsules (Sigma Pharmaceuticals Plc)
59029,Valsartan 3mg/ml oral solution
59448,Valsartan 80mg capsules (A A H Pharmaceuticals Ltd)
60076,Valsartan 160mg capsules (Waymade Healthcare Plc)
61442,Valsartan 160mg capsules (Teva UK Ltd)
67663,Valsartan 160mg capsules (Dexcel-Pharma Ltd)
68948,Valsartan 160mg capsules (Actavis UK Ltd)
70628,Diovan 3mg/1ml oral solution (Novartis Pharmaceuticals UK Ltd)
71028,Valsartan 80mg capsules (Arrow Generics Ltd)
74013,Diovan 160mg capsules (DE Pharmaceuticals)
74055,Valsartan 40mg/5ml oral solution
74057,Valsartan 40mg/5ml oral suspension
75409,Valsartan 80mg capsules (Teva UK Ltd)
78296,Valsartan 160mg capsules (Sigma Pharmaceuticals Plc)
828,Irbesartan 75mg tablets
1293,Irbesartan 150mg tablets
2971,Irbesartan 300mg tablets
7338,Aprovel 75mg tablets (Sanofi)
9196,Aprovel 150mg tablets (Sanofi)
11348,Aprovel 300mg tablets (Sanofi)
31160,IRBESARTAN
36939,Irbesartan 300mg/5ml oral suspension
52972,Irbesartan 300mg tablets (Sigma Pharmaceuticals Plc)
55017,Irbesartan 300mg tablets (Accord Healthcare Ltd)
58108,Irbesartan 150mg tablets (A A H Pharmaceuticals Ltd)
58201,Irbesartan 150mg tablets (Actavis UK Ltd)
59393,Irbesartan 300mg tablets (Sandoz Ltd)
60597,Irbesartan 150mg tablets (Teva UK Ltd)
61781,Irbesartan 300mg tablets (Teva UK Ltd)
62415,Irbesartan 300mg tablets (A A H Pharmaceuticals Ltd)
63385,Sabervel 75mg tablets (Aspire Pharma Ltd)
63411,Irbesartan 300mg tablets (Alliance Healthcare (Distribution) Ltd)
63717,Irbesartan 300mg tablets (DE Pharmaceuticals)
65065,Irbesartan 75mg tablets (A A H Pharmaceuticals Ltd)
70431,Irbesartan 150mg tablets (Lupin Healthcare (UK) Ltd)
70955,Irbesartan 300mg/5ml Oral suspension (Martindale Pharmaceuticals Ltd)
71019,Irbesartan 75mg tablets (Dr Reddy's Laboratories (UK) Ltd)
71096,Irbesartan 150mg tablets (Dr Reddy's Laboratories (UK) Ltd)
71215,Irbesartan 75mg tablets (Actavis UK Ltd)
