readcode,medcode,readterm,clinicalevents,immunisationevents,referralevents,testevents,databaserelease,keep,clinevents,immevents,refevents,dbasebuild,_merge
S361000,50517,"open fracture proximal phalanx, toe",150,0,0,0,February 2009,1,83,0,0,February 2009,matched (3)
S361100,69728,"open fracture middle phalanx, toe",23,0,0,0,February 2009,1,16,0,0,February 2009,matched (3)
S361200,51213,"open fracture distal phalanx, toe",220,0,2,0,February 2009,1,112,0,2,February 2009,matched (3)
S361300,61556,"open fracture multiple phalanges, toe",20,0,0,0,February 2009,1,9,0,0,February 2009,matched (3)
S362.00,2176,fracture of great toe,12944,0,71,0,February 2009,1,9276,0,60,February 2009,matched (3)
S362000,28604,closed fracture of great toe,2372,0,11,0,February 2009,1,1714,0,9,February 2009,matched (3)
S362100,31847,open fracture of great toe,272,0,4,0,February 2009,1,191,0,3,February 2009,matched (3)
S363.00,7159,fracture of other toe,10152,0,79,0,February 2009,1,7702,0,63,February 2009,matched (3)
S36z.00,34424,fracture of one or more phalanges of foot nos,2071,0,16,0,February 2009,1,1373,0,14,February 2009,matched (3)
S37..00,33903,"fracture of lower limb, level unspecified",407,0,11,0,February 2009,1,328,0,10,February 2009,matched (3)
S370.00,40368,"closed fracture of lower limb, level unspecified",234,0,3,0,February 2009,1,186,0,3,February 2009,matched (3)
S371.00,44245,"open fracture of lower limb, level unspecified",23,0,0,0,February 2009,1,18,0,0,February 2009,matched (3)
S3X..00,11275,"fracture of lower leg, part unspecified",688,0,26,0,February 2009,1,517,0,22,February 2009,matched (3)
S3x..00,45517,"other, multiple and ill-defined fractures of lower limb",52,0,3,0,February 2009,1,40,0,3,February 2009,matched (3)
S3x0.00,37291,"other, multiple and ill-defined closed fractures lower limb",22,0,2,0,February 2009,1,15,0,2,February 2009,matched (3)
S3x1.00,69917,"other, multiple and ill-defined open fractures of lower limb",3,0,0,0,February 2009,1,1,0,0,February 2009,matched (3)
S3x2.00,21773,multiple fractures of femur,641,0,13,0,February 2009,1,482,0,12,February 2009,matched (3)
S3x3.00,9348,multiple fractures of lower leg,1244,0,47,0,February 2009,1,1033,0,41,February 2009,matched (3)
S3x4.00,9174,multiple fractures of foot,5037,0,168,0,February 2009,1,3451,0,152,February 2009,matched (3)
S3xz.00,14746,"other, multiple and ill-defined fractures of lower limb nos",3585,0,943,2,February 2009,1,3501,0,932,February 2009,matched (3)
S3z..00,2470,fracture of unspecified bones,62433,0,6634,18,February 2009,1,52711,0,5417,February 2009,matched (3)
S3z..11,358,fracture nos,274116,0,7616,109,February 2009,1,222962,0,7090,February 2009,matched (3)
S3z0.00,37310,"closed fracture of bones, unspecified",776,0,15,0,February 2009,1,524,0,14,February 2009,matched (3)
S3z0000,455,greenstick fracture,117800,0,2000,9,February 2009,1,94039,0,1861,February 2009,matched (3)
S3z1.00,953,"open fracture of bones, unspecified",1917,0,305,1,February 2009,1,1812,0,297,February 2009,matched (3)
S3zz.00,29162,fracture of bones nos,6654,0,34,0,February 2009,1,4695,0,29,February 2009,matched (3)
SP22400,103428,intra-operative fracture,4,0,0,0,December 2011,1,1,0,0,December 2011,matched (3)
SR1..00,19206,fractures involving multiple body regions,635,0,16,0,February 2009,1,480,0,14,February 2009,matched (3)
SR10.00,32009,fractures involving head with neck,164,0,3,0,February 2009,1,107,0,3,February 2009,matched (3)
SR10000,73786,closed fractures involving head with neck,13,0,1,0,February 2009,1,8,0,0,February 2009,matched (3)
SR11.00,45934,fractures involving thorax with lower back and pelvis,133,0,3,0,February 2009,1,95,0,2,February 2009,matched (3)
SR12.00,53423,fractures involving multiple regions of one upper limb,6,0,0,0,February 2009,1,4,0,0,February 2009,matched (3)
SR12000,92830,closed fractures involving multiple regions of one upp limb,2,0,0,0,February 2009,1,2,0,0,February 2009,matched (3)
SR13.00,69824,fractures involving multiple regions of one lower limb,9,0,0,0,February 2009,1,8,0,0,February 2009,matched (3)
SR14.00,99303,fractures involving multiple regions of both lower limbs,9,0,0,0,May 2010,1,4,0,0,May 2010,matched (3)
SR15.00,56858,fract invol multiple regions of up limb(s) with low limb(s),5,0,0,0,February 2009,1,5,0,0,February 2009,matched (3)
SR15000,103049,cl fractures involving multiple regions upper with lower lmb,4,0,0,0,October 2011,1,3,0,0,October 2011,matched (3)
SR16.00,28110,fract invol thorax with lower back and pelvis with limb(s),5,0,0,0,February 2009,1,2,0,0,February 2009,matched (3)
SR16000,57223,closed fracture inv thorax wth low back and pelvis and limbs,3,0,0,0,February 2009,1,2,0,0,February 2009,matched (3)
SR1z.00,50270,"multiple fractures, unspecified",152,0,0,0,February 2009,1,99,0,0,February 2009,matched (3)
SR1z000,73336,[x]closed multiple fractures unspecified,29,0,1,0,February 2009,1,18,0,1,February 2009,matched (3)
SR1z100,96460,[x]open multiple fractures unspecified,7,0,0,0,April 2009,1,6,0,0,April 2009,matched (3)
Syu0300,109772,[x]fractures of other skull and facial bones,7,0,0,0,June 2015,1,1,0,0,June 2015,matched (3)
Syu0400,94692,"[x]fracture of skull and facial bones, part unspecified",8,0,0,0,February 2009,1,2,0,0,February 2009,matched (3)
Syu1500,94638,[x]fracture of other specified cervical vertebra,31,0,0,0,February 2009,1,12,0,0,February 2009,matched (3)
Syu1600,99936,[x]fracture of other parts of neck,4,0,0,0,June 2010,1,1,0,0,June 2010,matched (3)
Syu2800,111042,"[x]fracture of bony thorax, part unspecified",1,0,0,0,July 2016,1,1,0,0,July 2016,matched (3)
Syu3400,53802,[x]fract of other and unspec parts of lumbar spine & pelvis,12,0,0,0,February 2009,1,9,0,0,February 2009,matched (3)
Syu4200,97352,"[x]multiple fractures of clavicle, scapula and humerus",2,0,0,0,August 2009,1,1,0,0,August 2009,matched (3)
Syu4300,52457,[x]fracture of other parts of shoulder and upper arm,59,0,1,0,February 2009,1,40,0,1,February 2009,matched (3)
Syu4400,53866,"[x]fracture of shoulder and upper arm, unspecified",392,0,0,0,February 2009,1,297,0,0,February 2009,matched (3)
Syu5300,102916,[x]fracture of other parts of forearm,7,0,0,0,September 2011,1,4,0,0,September 2011,matched (3)
Syu5400,52977,"[x]fracture of forearm, unspecified",97,0,1,0,February 2009,1,70,0,1,February 2009,matched (3)
Syu6300,102155,[x]fracture of other carpal bone(s),5,0,0,0,April 2011,1,4,0,0,April 2011,matched (3)
Syu6400,71739,[x]fracture of other metacarpal bone,126,0,0,0,February 2009,1,101,0,0,February 2009,matched (3)
Syu6500,53068,[x]fracture of other & unspecified parts of wrist and hand,132,0,0,0,February 2009,1,83,0,0,February 2009,matched (3)
Syu7200,73113,[x]fractures of other parts of femur,15,0,0,0,February 2009,1,11,0,0,February 2009,matched (3)
Syu8300,96939,[x]fractures of other parts of lower leg,7,0,0,0,June 2009,1,3,0,0,June 2009,matched (3)
Syu8D00,103024,"[x]fracture of lower leg, part unspecified",30,0,2,0,September 2011,1,14,0,0,September 2011,matched (3)
Syu9400,97380,[x]fracture of other tarsal bones,8,0,0,0,August 2009,1,6,0,0,August 2009,matched (3)
SyuA200,110205,[x]fractures involving other combinations of body regions,2,0,0,0,October 2015,1,1,0,0,October 2015,matched (3)
SyuBB00,109469,[x]fracture of unspecified body region,5,0,0,0,April 2015,1,2,0,0,April 2015,matched (3)
TC7..00,16769,"fracture, cause unspecified",6246,0,68,0,February 2009,1,3550,0,60,February 2009,matched (3)
Zw02D00,111268,[q] open fracture grade 1,10,0,0,0,August 2016,1,1,0,0,August 2016,matched (3)
Zw02E00,95619,[q] open fracture grade 2,3,0,0,0,February 2009,1,1,0,0,February 2009,matched (3)
Zw02F00,113178,[q] open fracture grade 3,2,0,0,0,January 2019,1,,,,,master only (1)
